NUMBER	ENGLISH	GLOSS_IN_SOURCE	DEFINITION	ALIAS	DOMAIN	CONCEPTICON_ID	CONCEPTICON_GLOSS
3811	to photograph	to photograph	to take a photograph (of)		N/a	3123	PHOTOGRAPH (SOMETHING)
3812	to pick, pull up (a plant)	to pick, pull up (a plant)			N/a	2148	PICK
3813	to pierce	to pierce			N/a	398	PIERCE
3814	to pinch	to pinch			Physical effect	378	PINCH
3815	to pity	to pity			Emotions		
3816	to place in front of	to place in front of			N/a		
3817	to plant	to plant	to place (a seed or plant) in soil or other substrate in order that it may live and grow		N/a	1486	PLANT (SOMETHING)
3818	to play (a musical instrument)	to play (a musical instrument)			Physical effect	3124	PLAY (INSTRUMENT)
3819	to play (intr.)	to play (intr.)			Interpersonal relations	1413	PLAY
3820	to play (theater, movie)	to play (theater, movie)	to act as the indicated role in a performance; to perform a play		N/a		
3821	to play cards	to play cards	to play the game with playing cards		N/a	3125	PLAY (GAME)
3822	to please	to please			N/a	1271	DELIGHT
3823	to pledge, pawn	to pledge, pawn	to deposit something as a security		Human being		
3824	to plough	to plough			Physical effect	1921	PLOUGH
3825	to pluck (bird)	to pluck (bird)	to remove feathers from a bird		N/a		
3826	to plunge	to plunge	to thrust into liquid		N/a	119	DIVE
3827	to point	to point			N/a	2669	POINT (WITH FINGER)
3828	to poke, thrust	to poke, thrust			N/a	246	THRUST
3829	to polish	to polish	to make a surface very smooth or shiny by rubbing, cleaning, or grinding		N/a	3659	POLISH (SOMETHING)
3830	to pound (of the pulse)	to pound (of the pulse)			N/a		
3831	to pour	to pour			Physical effect	1487	POUR
3832	to practice witchcraft	to practice witchcraft			Physical effect		
3833	to praise	to praise			Interpersonal relations	3455	COMMEND
3834	to pray	to pray			N/a	24	PRAY
3835	to precede	to precede	None		Motion		
3836	to predict misfortune	to predict misfortune			Interpersonal relations		
3837	to prefer	to prefer			N/a		
3838	to prepare	to prepare			Physical effect	2909	PREPARE
3839	to present, gift	to present, gift			Interpersonal relations		
3840	to press	to press	None		Physical effect	1913	PRESS
3841	to pretend	to pretend	None		Mental acts and states	3631	PRETEND
3842	to prevent	to prevent			N/a	1550	PREVENT
3843	to prick	to prick	to pierce or puncture slightly		N/a	1434	STAB
3844	to print	to print			Physical effect		
3845	to prohibit	to prohibit			Volition	83	FORBID
3846	to promise	to promise			Speech	1675	PROMISE
3847	to promote	to promote			N/a		
3848	to prop up	to prop up			Physical effect		
3849	to prosecute at law	to prosecute at law			N/a		
3850	to prove	to prove			N/a		
3851	to prove, to argue	to prove, to argue			Mental acts and states		
3852	to provoke	to provoke			N/a		
3853	to pull ashore	to pull ashore			N/a		
3854	to pull hair	to pull hair			Physical effect		
3855	to pull up (a plant)	to pull up (a plant)			Physical effect	3548	PULL UP WEEDS
3856	to pull, to draw	to pull, to draw			Physical effect	1455	PULL
3857	to pump	to pump			N/a		
3858	to punish	to punish			Interpersonal relations	3649	PUNISH
3859	to purr	to purr			Sound		
3860	to pursue	to pursue			N/a	1047	PURSUE
3861	to push	to push			Physical effect	1452	PUSH
3862	to push	to push			Physical effect	1452	PUSH
3863	to put	to put			Physical effect	998	PUT
3864	to put into	to put into			Physical effect		
3865	to put into the ground	to put into the ground			Physical effect		
3866	to put on	to put on			N/a	158	PUT ON
3867	to put out	to put out			N/a	127	EXTINGUISH
3868	to put out one’s toungue	to put out one’s toungue	to put out one’s toungue		N/a		
3869	to put shoes on	to put shoes on			Physical effect		
3870	to put the evil eye (on), to bedevil	to put the evil eye (on), to bedevil			Mental acts and states		
3871	to put together	to put together	to gather, to assemble, to congregate		N/a	7	GATHER
3872	to put up as a prize	to put up as a prize	None		Space		
3873	to quarrel	to quarrel			Speech	3302	QUARREL (VERB)
3874	to raft timber	to raft timber			N/a		
3875	to raise, lift (tr.)	to raise, lift (tr.)			Physical effect	501	LIFT
3876	to rattle, rumble	to rattle, rumble			N/a		
3877	to reach	to reach			Physical effect		
3878	to reach	to reach			Motion		
3879	to reach a state	to reach a state			N/a		
3880	to read	to read			Mental acts and states	724	READ
3881	to reap	to reap	to cut (for example a grain) with a sickle, scythe, or reaping machine; to gather (e.g. a harvest) by cutting		N/a	190	MOW
3882	to rear up	to rear up	to rise up, especially an animal like a horse rising up on its rear leg		N/a		
3883	to recall, recollect	to recall, recollect			Mental acts and states	707	REMEMBER
3884	to receive visitors	to receive visitors			Interpersonal relations	2225	RECEIVE VISITORS
3885	to reckon	to reckon			N/a	1420	COUNT
3886	to recognize	to recognize			N/a	2870	RECOGNIZE (SOMEBODY)
3887	to reconcile	to reconcile	to restore a friendly relationship		N/a		
3888	to record	to record			N/a		
3889	to recover	to recover	to become healthy after an illness		N/a	1978	RECOVER
3890	to recover a debt	to recover a debt			N/a		
3891	to refuse	to refuse			Interpersonal relations	49	REFUSE
3892	to refute	to refute			Interpersonal relations		
3893	to regret	to regret			Mental acts and states	1875	REGRET
3894	to rein in	to rein in			N/a		
3895	to reincarnate	to reincarnate			Interpersonal relations		
3896	to rejoice	to rejoice	to be very happy, be delighted, exult; to feel joy		N/a	2192	REJOICE
3897	to release a fountain (of whale)	to release a fountain (of whale)			N/a		
3898	to relieve	to relieve			N/a		
3899	to relocate	to relocate			N/a		
3900	to remain, stay	to remain, stay			Location	987	REMAIN
3901	to remember	to remember			Mental acts and states	707	REMEMBER
3902	to remember / recall	to remember / recall			N/a	707	REMEMBER
3903	to remind	to remind			Abstract relations		
3904	to remove from fire	to remove from fire			N/a		
3905	to remove, eliminate	to remove, eliminate			Physical effect		
3906	to render a wall	to render a wall	to cover a wall with a layer of plaster		N/a		
3907	to repaire, to mend	to repaire, to mend			Physical effect	2243	REPAIR
3908	to repatriate	to repatriate			N/a		
3909	to repeat	to repeat			Phasal	880	REPEAT
3910	to repent	to repent			N/a	1875	REGRET
3911	to resemble, be alike	to resemble, be alike	None		Abstract relations	1777	RESEMBLE
3912	to resign oneself	to resign oneself			N/a	1696	SURRENDER
3913	to respect	to respect			Interpersonal relations	385	RESPECT (SOMEBODY)
3914	to rest	to rest			Physical processes	168	REST
3915	to restrain, control one’s feelings	to restrain, control one’s feelings			Emotions		
3916	to restrict one's rights	to restrict one&#39;s rights			N/a		
3917	to result in	to result in			Abstract relations	1723	RESULT IN
3918	to return (intr.)	to return (intr.)			Motion	581	COME BACK
3919	to return (tr.)	to return (tr.)			Physical effect	85	GIVE BACK
3920	to revenge	to revenge			Interpersonal relations	495	REVENGE
3921	to revere	to revere			N/a		
3922	to revive	to revive	None		Physical effect		
3923	to revolt, rebel	to revolt, rebel			Interpersonal relations	567	REBEL
3924	to ride (e.g., a horse)	to ride (e.g., a horse)			Motion	367	RIDE
3925	to ride a surfboard	to ride a surfboard			N/a		
3926	to ring (tr.)	to ring (tr.)	to make (a bell, etc.) produce a resonant sound		N/a	2875	RING (MAKE SOUND)
3927	to ripen	to ripen			Physical processes	179	RIPEN
3928	to rise (of Moon, Sun)	to rise (of Moon, Sun)	None		Motion	568	RISE (MOVE UPWARDS)
3929	to risk	to risk			Existence		
3930	to rivet	to rivet			N/a		
3931	to roast	to roast			Physical effect	1962	ROAST (SOMETHING)
3932	to rob	to rob	to steal from, especially using force or violence		N/a	2073	ROB (VERB)
3933	to roll up a trunk (of elephant)	to roll up a trunk (of elephant)			Physical effect		
3934	to rot, putrefy	to rot, putrefy	None		Physical processes	2907	ROT
3935	to rotate (tr.)	to rotate (tr.)			Motion		
3936	to row (with oars)	to row (with oars)			Physical effect	1849	ROW
3937	to rub	to rub			Physical effect	1449	RUB
3938	to rub	to rub			Physical effect	1449	RUB
3939	to run	to run			Motion	1519	RUN
3940	to run away	to run away			N/a	2142	RUN AWAY
3941	to run out (of smth)	to run out (of smth)			Existence		
3942	to run wild	to run wild			N/a		
3943	to sacrifice (relig.)	to sacrifice (relig.)			Interpersonal relations	1103	SACRIFICE
3944	to saddle	to saddle	to put a saddle on		N/a		
3945	to sail	to sail			Motion	787	SAIL
3946	to sail into harbour	to sail into harbour			N/a		
3947	to salt	to salt			Physical effect		
3948	to save	to save	to help survive, rescue from harm		N/a	2008	RESCUE
3949	to saw	to saw			Physical effect	3543	SAW (SOMETHING)
3950	to say	to say			N/a	1458	SAY
3951	to scald	to scald	to make burn with boiling water		N/a	3383	SCALD (BURN ONESELF WITH LIQUID)
3952	to scold	to scold			N/a	299	SCOLD
3953	to scratch (when itches)	to scratch (when itches)			Physical effect	1436	SCRATCH
3954	to scratch (with nails)	to scratch (with nails)			N/a	1436	SCRATCH
3955	to scream	to scream			N/a	3809	SCREAM (PRODUCE A CRY)
3956	to sculpt in clay	to sculpt in clay	None		Motion		
3957	to seal (a document)	to seal (a document)	to place a seal on (a document)		N/a		
3958	to search, look for	to search, look for	None		Perception	1468	LOOK FOR
3959	to see/to look at	to see/to look at			Perception	1409	SEE
3960	to seem	to seem			Mental acts and states	1521	SEEM
3961	to seize	to seize			N/a	855	SEIZE
3962	to sell	to sell			Interpersonal relations	1571	SELL
3963	to send	to send			Physical effect	1127	SEND
3964	to sentence	to sentence	to declare a sentence on a convicted person		N/a		
3965	to separate	to separate			Physical effect	1359	SEPARATE
3966	to set	to set	to fix or decide on as a time, limit, or regulation (Merriam-Webster)		N/a		
3967	to set (of Moon, Sun)	to set (of Moon, Sun)	None		Motion	160	SET (HEAVENLY BODIES)
3968	to set a trap	to set a trap			N/a		
3969	to set bounds	to set bounds			N/a		
3970	to set cupping glass	to set cupping glass	to put cuppong glass on somebody&#39;s back		N/a		
3971	to set free	to set free			Physical effect	1095	LET GO OR SET FREE
3972	to set upright	to set upright			Physical effect		
3973	to sew	to sew			Physical effect	1457	SEW
3974	to shake	to shake			Physical effect	1909	SHAKE
3975	to shake off	to shake off			N/a		
3976	to share	to share			N/a	884	SHARE
3977	to sharpen	to sharpen			N/a	251	SHARPEN (SOMETHING)
3978	to shave	to shave			Physical effect	231	SHAVE
3979	to shear	to shear			Physical effect	1532	SHEAR
3980	to shed hair or feathers	to shed hair or feathers	to moult, to shed or lose a covering of hair or fur, feathers, skin, horns, etc, and replace it with a fresh one		Physical processes		
3981	to shed leaves	to shed leaves			Physiologic processes and states		
3982	to shine	to shine			Physical processes	708	SHINE
3983	to shine, glitter	to shine, glitter			Light and Colour	708	SHINE
3984	to shirk	to shirk	to avoid, especially a duty, responsibility		N/a		
3985	to shock (of electric current)	to shock (of electric current)			N/a		
3986	to shoe (horses)	to shoe (horses)	to put horseshoes on a horse		N/a		
3987	to shoot	to shoot			Physical effect	1172	SHOOT
3988	to shout	to shout			Physical processes	715	SHOUT
3989	to show, indicate	to show, indicate			Interpersonal relations	1039	SHOW
3990	to shrink	to shrink			Physical processes	54	SHRINK
3991	to shrink (of textile)	to shrink (of textile)			Physical processes	54	SHRINK
3992	to shut one's eyes	to shut one&#39;s eyes			N/a	2063	CLOSE (EYES)
3993	to shut, close	to shut, close	None		Physical effect	1046	SHUT
3994	to sin	to sin			Interpersonal relations		
3995	to sing	to sing			Sound	1261	SING
3996	to sink (tr.)	to sink (tr.)			Physical effect	1088	SINK (DESCEND)
3997	to sink into	to sink into			Motion		
3998	to sit	to sit			Location	1416	SIT
3999	to sit down	to sit down			Motion	1649	SIT DOWN
4000	to ski	to ski	to move on skis		N/a	2991	SKI
4001	to skin, flay	to skin, flay	to remove the skin and/or fur of an animal		N/a	291	PULL OFF (SKIN)
4002	to skip over, overlook	to skip over, overlook			Mental acts and states		
4003	to slake (hunger, thirst)	to slake (hunger, thirst)			Physiologic processes and states		
4004	to slander	to slander			Interpersonal relations	3641	SLANDER
4005	to slap one's thighs	to slap one&#39;s thighs			N/a		
4006	to slaughter (cattle)	to slaughter (cattle)			Physical effect	1796	SLAUGHTER
4007	to sleep	to sleep			Physiologic processes and states	1585	SLEEP
4008	to sleep one's fill	to sleep one&#39;s fill			N/a		
4009	to slide	to slide			N/a		
4010	to slide, slip	to slide, slip	to move smoothly, as on ice		N/a	1324	SLIP
4011	to slim	to slim	to lose weight in order to achieve slimness.		N/a		
4012	to slip	to slip			N/a	1324	SLIP
4013	to slow, linger	to slow, linger			Motion		
4014	to smear, anoint	to smear, anoint			Physical effect	364	SMEAR
4015	to smell bad	to smell bad	to stink		Physical processes	42	STINKING
4016	to smile	to smile			Interpersonal relations	1451	SMILE
4017	to smoke (meat or fish)	to smoke (meat or fish)	to preserve or prepare food for consumption by treating with smoke		N/a		
4018	to smoke (tobacco)	to smoke (tobacco)	None		Physical effect	1689	SMOKE (INHALE)
4019	to smooth	to smooth			Physical effect		
4020	to snitch	to snitch			N/a		
4021	to snore	to snore			N/a	1983	SNORE
4022	to snuff a candle	to snuff a candle	to remove burnt remains of a candle wick		Interpersonal relations		
4023	to soar	to soar			Motion		
4024	to soften (an object)	to soften (an object)			N/a		
4025	to soil, make dirty	to soil, make dirty			Physical effect	1015	SOIL
4026	to solve (a problem)	to solve (a problem)			Mental acts and states		
4027	to sound	to sound			Physical processes		
4028	to sow	to sow			Physical effect	748	SOW SEEDS
4029	to spare, to economize	to spare, to economize			N/a		
4030	to spawn	to spawn			Physical processes	2227	SPAWN (VERB)
4031	to speak	to speak			Speech	1623	SPEAK
4032	to spell	to spell			N/a		
4033	to spend (money)	to spend (money)			N/a		
4034	to spit	to spit			Physiologic processes and states	1440	SPIT
4035	to spoil (intr.)	to spoil (intr.)			Physical processes	569	SPOIL (BECOME SPOILED)
4036	to spoil (tr.)	to spoil (tr.)			N/a	92	SPOIL (SOMEBODY OR SOMETHING)
4037	to spread (intr.)	to spread (intr.)			Motion	38	SPREAD OUT
4038	to spread one's arms	to spread one&#39;s arms			N/a		
4039	to spring, jump	to spring, jump			Motion	1829	JUMP
4040	to sprinkle	to sprinkle			Motion		
4041	to spur a horse	to spur a horse	to prod a horse on the side or flank, with the intent to urge motion or haste		N/a		
