ID	Japanese	Phonetic	English	Tamil (transfer characters)	Tamil (Tamil characters)	French	Arabic	Chinese	German	Hindi	Indonesian	Persian	Russian	Spanish	Swahili 
1665	囲む、取り囲む、取り巻く	かこむ、とりかこむ、とりまく	surround/enclose (V)	cur̠r̠iaṭai	சுற்றிஅடை	entourer, encerler	aḥāṭa	wéi, wéirǎo	umgeben	ghērnā	mengepung, mengelilingi	ehāteh kardan	окружать	rodear	zunguka
1666	浴びる	あびる	bathe (V)	kuḷi	குளி	se baigner	istaḥamma	xǐzǎo	baden	nahānā	mandi	shostshū kardan	купаться	bañarse	oga, koga
1667	含む	ふくむ	comprise/contain/include/involve (V)	koṇṭiru	கோண்டிரு	contenir, renfermer, comprendre	taḍammana, 'iḥtawā ʿalā	hán, bāokuò	enthalten	milānā	mengandung	shāmel būdan	содержать	contener	tia kitu cha ndani, andamana
1668	混じる、混ざる、混合する	まじる、まざる、こんごうする	mingle/get mixed (Vi)	kala	கல	se mêler	imatazaja, 'iḫtalaṭa	hùnhé	sich mischen	sāth hōnā	bertjampur	makhlūt shodan	смешиваться	mezclarse	changanyika
1669	現われる、出現する	あらわれる、しゅつげんする	appear (V)	tōn̠r̠u	தோன்று	apparaître	ẓahara, takaššafa	chūxiàn	erscheinen	dēkh paṛnā	muntjul	padīd āmadan	появляться	aparecer	tokea, onekana, tukia, zuka
1670	隠れる	かくれる	hide oneself (Vi)	oḷintiru	ஓளிந்திரு	se cacher	iḫtafā	cáng	sich verbergen	chipnā	bersembunji	penhān shodan	скрываться, прятаться	esconderse	jificha
1671	成る	からなる	consist of (V)	aṭakkikkoṇṭiru	அடக்கிக்கோண்டிரு	consister en	takawwana min, ta'allafa	yóu ～ zǔchéng	bestehen (aus et.)	hōnā	terdiri dari	(ebārat būdan az	состоять из	consistir en	kuwa na ～ , asili yake ni ～, ta'allafa min 
1672	生ずる、起こる	しょうずる、おこる	happen/occur/take place/arise (Vi)	nikal̠	நிகழ்	arriver, se produire	waqaʿa, ḥadat̠a	fāshēng	geschehen	ugnā	terdjadi	ettefāq oftādan	случаться, происходить	acontecer, suceder	kuta, tukia, tokea
1673	仕上げる、完成する	しあげる、かんせいする	complete (V)	muṭi	முடி	accomplir	atamma, 'akmala	wánchéng	vollenden, vollbringen	pūrṇā karnā	menjelesaikan	anjām dādan	завершать, отделывать,	cumplir	maliza, kamilisha
1674	残す	のこす	leave (Vt)	viṭṭuviṭu	விட்டுவிடு	laisser	abqā, taraka	liúxià, shèngxià	hinterlassen	chōṛnā???	meninggalkan	bāqī gozārdan	оставлять	dejar	bakiza, bakisha
1675	無くす、失う	なくす、うしなう	lose (Vt)	il̠a	இழ	perdre	aḍāʿa, faqada	diū	verlieren	khōnā	menghilangkan	gom kardan, az dast dādan	потерять	perder	potea, poteza
1676	消える	きえる	go off/disappear/vanish (Vi)	mar̠ai	மறை	s'évanouir, s'effacer disparaître	inṭalaqa, d̠ahaba	xiāo, xiāoshī	verschwinden	adrishya hōnā	lenjap	napadid shodan	исчезать	desaparecer	toweka, toka, tokomea
1677	保つ	たもつ	keep/preserve/maintain (Vt)	vaittori	வைத்தோரி	tenir, maintenir	ḥafiẓa, 'iḥtafaẓa	baǒchí, zhīchí	halten	rakhnā	mempertahankan	negāh dāshtan	держать, хранить	guardar	weka, hifadhi
1678	欠ける、欠く	かける、かく	lack (V)	illāmaliru	இல்லாமலிரு	manquer, faire défaut	naqaṣa	quē	fehlen, mangeln	kamī hōnā	kekurangan	fāqed būdan	не хватать, недоставать	carecer de	toa, kosca, parama
1679	外す	はずす	take off/undo (Vt)	avil̠	அவிழ்	décrocher	rafaʿa, nazaʿa	fàngxià	abnehmen	utārnā	melepaskan	bar dāshtan	снимать, отцеплять, расстёгивать,	desprender	ondoa, pakua, banduka
1680	荒らす	あらす	devastate/put in disorder (Vt)	pāl̠ākku	பாழாக்கு	dévaster	šawwaša, 'iḍṭaraba	huīhuài, zāota	verwüsten	vyākul karnā	mengatjau-balaukan	vīrān kardan	портить, опустощать	devastar	tia fujo, haribu, pangua
1681	適する	てきする	fit/suit/be suitable (V)	poruttamān̠a	போருத்தமான	convenir à, s'adapter à	nāsaba, lā'ama	shìyí	passen, geeignet sein	yōgya hōnā	tjotjok	shāyestan, dar khūr būdan	быть пригодным, подходить	convenir	kuwa sawasawa
1682	弛む、緩む	ゆるむ	get loose (Vi)	taḷar	தளர்	se relâcher	infakka, 'inḥalla	sōng 	sich lösen, locker werden	ḍhīlā hōnā	kendur	shol shodan	распускаться	aflojarse, relajarse	legea
1683	緩める	ゆるめる	relax/loosen (Vt)	taḷar	தளர்	relâcher	fakka, ḥalla	fàngsōng	lösen, locker machen	ḍhīlā karnā	mengendurkan	shol kardan	распускать 	relajar	legeza
1684	空く	あく	become vacant (Vi)	kāliyāku	காலியாகு	devenir vide (vacant)	fariġa, faḍā	kōng	leer werden	khālī hōjānā	mendjadi kosong	khālī shodan	стать пустым	vaciarse	kuna nafasi
1685	断つ	たつ	cut (with scissors) (Vt)	kattiri	கத்திரி	couper	qaṭaʿa	duàn	schneiden	kāṭnā	memotong	borīdan	резать, отрезать	cortar	kata kwa mikasi
1686	震える	ふるえる	tremble (Vi)	naṭuṅku	நடுங்கு	trembler	irtaʿša, 'irtaʿada	fādǒu	zittern, beben, schaudern	kānpnā	gementar	larzīdan	дрожать	temblar	tetemeka
1687	留まる、滞在する	とどまる、たいざいする	stay/remain (Vi)	taṅku	தங்கு	rester, demeurer, séjourner à	baqiya, makat̠a, ẓalla	liú	bleiben	ṭhahrnā	tinggal	māndan	останавливаться	permanecer, quedarse	shinda, kaa
1688	立てる	たてる	make stand/erect (Vt)	nīṭṭu	நீட்டு	dresser	aqāma, šayyada	lì (qǐlái)	stellen	khara karnā???	mendirikan	īstāndan	ставить	erguir	simamisha
1689	起こす	おこす	raise (Vt)	uyarttu	உயர்த்து	relever	anhaḍa, 'aqāma	jiào ～ qǐlái	aufrichten	uṭhānā	membangunkan	boland kardan	поднимать, восстанавливать	levantar	nyanyua, amsha
1690	立ち上がる	たちあがる	stand up (Vi)	nil	நில்	se redresser, se remettre debout	qāma, waqafa	zhànqǐlái	aufstehen	khaṛē hōjānā	bangkit	boland shodan	вставать	levantarse	simama, inuka
1691	伏す	ふす	lie down (Vi)	paṭu	படு	se coucher	raqada, 'iḍṭajaʿa	fú	sich legen	lēṭnā	meniarap	darāz kashīdan	ложиться	acostarse	lala chini, lala kifudifudi
1692	傾く	かたむく	incline/lean (Vi)	cāy	சாய்	incliner, pencher	māla	piān, wāi	sich neigen	jhuknā	tjondong	māyel shodan	склоняться	inclinar	inama
1693	倒す	たおす	throw down/fell/bring down (Vt)	vīl̠ttu	வீழ்த்து	abattre, coucher	asqaṭa	dǎdǎo, nòngdǎo	umwerfen	girānā	mendjatuhkan	andākhtan	валить, сваливать	derribar	angusha
1694	転がる	ころがる	roll (Vi)	uruḷ	உருள்	rouler	dara tadahraja	gǔn	rollen	cakkar khānā	berguling	ghaltīdan	валиться, катиться	rodar	fingirika
1695	転ぶ	ころぶ	tumble (Vi)	iṭar̠i vil̠u	இடறி விழு	tomber	waqaʿa, 'inqalaba	dié	fallen	ekāek girnā	djatuh	oftādan	катиться, падать	caer	anguka
1696	敷く	しく	spread (Vt)	parappu	பரப்பு	étendre	basata	pū	breiten	bichānā	membentangkan	gostardan	стелить, расстилать	extender 	tandika
1697	下げる	さげる	lower (Vt)	tāl̠ttu	தாழ்த்து	baisser	ḫaffaḍa, 'anzala	fàngdī	senken	nīcē karnā	menggantungkan	pāīn āvardan	вывешивать, понижать	bajar	telemsha, tua
1698	掬う	すくう	scoop (Vt)	aḷḷi eṭu	அள்ளி ஏடு	puiser dans	ġarafa, jarafa	yǎo	schöpfen	uṭhānā	mentjédok	goud kardan	черпать, вычерпывать	sacar con cucharón	danga, chota
1699	嵌める	はめる	put/insert (Vt)	vai/coruku	வை/சோருகு	mettre, engager	adḫala	qiàn, xiāng	einsetzen	pravēsh karnā	memasang	gozāshtan, qarār dādan	вставлять	insertar	tia ndani, kazana
1700	挟む	はさむ	pinch (Vt)	ir̠ukkippiṭi	இறுக்கிப்பிடி	pincer	qaraṣa	jiā	kneifen	dabānā	menjelipkan, menjepit	neshgūn gereftan	зажимать, щипать	pellizcar, poner entre	finya, nyakua
1701	浸す	ひたす	dip/soak (Vt)	nan̠ai	நனை	tremper, baigner	anqaʿa	jìn	tauchen	sīncnā	merendam	khīsānīdan	погружать, окупать	empapar	tia maji chovya
1702	潜る	もぐる	dive into (Vi)	mūl̠ku	மூழ்கு	plonger, s'enfoncer	ġāṣa	qiánrù	(sich) tauchen	ḍūbnā	menjelam	ghūtch khordan	нырять, заползать	zambullirse	zama majini, piga mbizi
1703	移す	うつす	transfer (Vt)	mār̠r̠u	மாற்று	transférer	naqala	bāndòng	versetzen	sthān badalnā	memindahkan	entegāl dādan	перемещать, переводить	transferir	hamisha
1704	渡す	わたす	pass over (Vt)	koṭu	கோடு	livrer	sallama	gěi	geben, ab liefern	dēnā	menjerahkan	taslīm kardan, dādan	передавать, перевозить	pasar, entregar	pa, kabidhi
1705	手渡す	てわたす	hand over (Vt)	kaiyil koṭu	கையில் கோடு	remettre	nāwala, sallama	jiāo 	einhändigen	hāth se dēnā	menjampaikan	tahvīl dādan	вручать, передавать	entregar	pa, kabidhi
1706	届ける	とどける	deliver (Vt)	aḷi, koṭu	அளி, கோடு	délivrer, faire parvenir	jalaba, jā'a bi	sòng	liefern	pahuncānā	mengantarkan	rasāndan	доставлять	enviar	peleka, kabidhi
1707	持って行く、持ち去る	もっていく、もちさる	take away (Vt)	eṭuttuk koṇṭu pō	ஏடுத்துக் கோண்டு போ	emporter	inṣarafa bi, ḥamala	náqu	nehmen	lējānā	pergi membawa	bordan	уносить	llevar	chukua
1708	持って来る、もたらす	もってくる、もたらす	bring (Vt)	koṇṭu vā	கோண்டு வா	apporter	baʿat̠a bi, waṣṣala	nálái	bringen	lānā	datang membawa	āvardan	приносить	traer	leta, letea
1709	出発する、外出する	でかける、しゅっぱつする、がいしゅつする	go out/depart (Vi)	pur̠appaṭu	புறப்படு	sortir, partir	ḫaraja	chūqu	ausgehen	bāhar jānā	berangkat	bīrūn raftan	пойти, выходить	salir	ondoka
1710	達する、行き着く、到達する	たっする、ゆきつく、とうたつする	reach/arrive at/attain (Vi)	cēr	சேர்	atteindre, arriver à	waṣala 'ilā, 'intahā, balaġa	dàodá	reichen, erreichen	pahuncnā	mentjapai	rasīdan	достигать (добиться)	llegar a	fika, fikia
1711	追い付く	おいつく	overtake (Vt)	kaṭantu cel	கடந்து சேல்	rattraper, rejoindre	adraka	gǎnshàng	einholen	pahunc jānā	menjusul	dar rasīdan	догонять	alcanzar	patia
1712	越える、越す	こえる、こす	go beyond (Vt)	kaṭa	கட	franchir	ʿabara	chāoguò	hinübergehen, überschreiten	pār jānā	melampaui	(obūr kardan	переходить, перегонять	pasar 	shinda 
1713	流す	ながす	let flow (Vt)	ōṭa viṭu	ஓட விடு	couler, déverser	sayyala	jiào ～ liú	strömen, fliessen lassen	bahānā	mengalirkan	jārī kardan	пускать по течению	verter	pitisha
1714	漂う	ただよう	float (Vi)	mita	மித	flotter, planer	ʿāma	piāo	schweben	tairnā	terapung-apung	shenāvar shodan	плавать, дрейфовать	flotar	elea
1715	滑る	すべる	glide/slip/slide (Vi)	val̠ukku	வழுக்கு	glisser, patiner	tazaḥlaqa, 'inzalaqa???	huá	gleiten	saraknā	tergelintjir, meluntjur	sorīdan	скользить	deslizar	teleza
1716	伝える	つたえる	convey/transmit/inform (Vt)	terivi	தேரிவி	communiquer, transmettre	ballaġa, 'aḫbara	chuán, gàosu	übermitteln, mitteilen	sūcit karnā	mengabarkan	ettelā( dādan, rasāndan	передавать, сообщать	comunicar	ambia, arifu, piga ripoti
1717	貫く	つらぬく	penetrate/pierce (Vt)	ūṭuruvu	ஊடுருவு	pénétrer	nafad̠a, 'iḫtaraqa	chuāntòu	durchstechen, durchsetzen	chēdnā	menembusi	nofūz kardan	проникать	penetrar	pita kati ya, penya
1718	横切る	よこぎる	cross/traverse (Vt)	kaṭantucel	கடந்துசேல்	traverser	ʿabara	chuānguò	überqueren	pār karnā	menjeberangi	(obūr kardan	переходить 	cruzar, atravesar	pitia, vuka
1719	進む、前進する	すすむ、ぜんしんする	advance/go forward (Vi)	mun̠n̠ēr̠u	முன்னேறு	avancer	taqaddama, taḥarraka 'ilā	qiánjìn	vorwärts gehen	baṛhnā	madju	pīsh raftan	двигаться вперёд	avanzar	endelea mbele
1720	退く	しりぞく	retreat/retire (Vi)	pin̠vāṅku	பின்வாங்கு	se retirer, reculer	insaḥaba	dàotuì	zurücktreten	pīchē haṭnā	mundur	(aqab neshīnī kardan	отступать	retroceder	rudi nyuma, rejea nyuma
1721	去る、立ち去る	さる、たちさる	leave/go away (Vi)	vilaku	விலகு	partir, quitter	inṣarafa, ġādara	qù, líkāi	weggehen, fortgehen	calē jānā	meninggalkan	rahsepā shodan	уходить, уезжать	partir, salir	ondoka, enda
1722	差し込む	さしこむ	thrust into (Vt)	coruku	சோருகு	insérer	dassa, 'adḫala	chārù	einsetzen	kōncnā	menjisipkan	dar forū kardan	вкладывать, вставлять	insertar	ingiza
1723	抜く、引き抜く	ぬく、ひきぬく	pull off (Vt)	pituṅku	பிதுங்கு	arracher, tirer	qalaʿa	bá	herausziehen	nikālnā	mentjabut	kandan	вытаскивать, удалять	arrancar	ng'oa, zidua
1724	滲る	しみる	permeate/soak into (Vi)	uṭpuku	உட்புகு	pénétrer dans, s'infiltrer	nafad̠a fī	shèn	durchschlagen	rasnā	menjerap	nofūz kardan	проникать	penetrar	enea maji ndani, lowesha
1725	漏れる、漏る	もれる、もる	leak out (Vi)	ol̠uku	ஓழுகு	s'échapper, fuir	tasarraba	lòu	lecken	ṭapaknā	botjor	tarāvesh kardan	просачиваться	escapar	vuja
1726	注ぐ	つぐ	pour (Vi)	ūr̠r̠u	ஊற்று	verser, arroser	ṣabba	zhù, guàn	giessen	girānā	menuang	rīkhtan	лить, наливать	derramar, verter	jaza, mimia
1727	下る	くだる	descend (Vi)	ir̠aṅku	இறங்கு	descendre	nazala, 'inḥadara	xià	herabsteigen	nīcē ānā	menurun, hilir	pāyīn āmadan	спускаться, сходить	descender	telemka, shuka
1728	下ろす	おろす	bring down (Vt)	ir̠akku	இறக்கு	mettre bas, déposer	anzala	fàngxià, xièxià	herunterbringen	nīcē rakhnā	menurunkan, membongkar	pāyīn āvardan	спускать 	bajar	tweza, tua
1729	こぼす	こぼす	spill (Vt)	cinta viṭu	சிந்த விடு	renverser, répandre	arāqa	sǎ	verschütten	bahānā	menumpakhan	rīkhtan	проливать	derramar 	mwaga
1730	したたる	したたる	drip (Vi)	coṭṭu	சோட்டு	dégoutter	taqaṭṭara	dī	tropfen	cuānā	menitis	chakīdan	капать	gotear	chururika, tiririka
1731	散る	ちる	scatter (Vi)	citar̠u	சிதறு	se disperser	intašara	sàn	sich zerstreuen	phailnā	berpentjaran, tersebar	parākandeh shodan	осыпаться, рассеиваться	dispersarse	tawanya
1732	分かれる、分離する	わかれる、ぶんりする	separate (Vi)	piri	பிரி	se séparer de	infaṣala	fēnkāi, fēnlí	sich trennen	alag hōnā	berpisah	jodā shodan	отделяться, расставаться	separarse de	tengana, weka mbali
1733	重ねる、積み重ねる	かさねる、つみかさねる	pile up (Vt)	aṭukku	அடுக்கு	accumuler, superposer, entasser	kawwama	chóngdié, duī	häufen	ḍhēr lagānā	menjusun, menumpuk	rūye ham anbāshtan	складывать	apilar, sobreponer	panganya, omekeza
1734	積もる	つもる	accumulate/be piled up (Vi)	cēr, kuvi	சேர், குவி	s'amonceler	irtakama	jī	sich häufen	ḍhēr lagnā	bertimbun	jam` shodan	накапливаться	amontonarse, acumularse	panganya
1735	積む	つむ	load/heap up (Vt)	cumaiyēr̠r̠u, kuvi	சுமையேற்று, குவி	charger	rakama	jī, duī, zài	aufhäufen, laden	bōjhnā	menimbun, menuat	bār kardan	нагромождать, наваливать, грузить	cargar	pakia
1736	盛る	もる	pile up (Vi)	kuvi	குவி	amonceler, empiler	kawwama	chéng	aufgeben	ḍhēr lagānā	membumbun	anbāshtan	накладывать, нагромождать	acumular	vumbika
1737	連れる、引き連れる、連れて行く	つれる、ひきつれる、つれてゆく	bring with/be accompanied (Vt)	pin̠n̠āl vara vai	பின்னால் வர வை	être accompagné de, conduire, emmener	ra'asa, 'istaṣḥaba	dài lǐng	begleiten, mitnehmen	sāth lējānā	membawa, disertai	āvardan, hamrāhī kardan	брать с собой	traer, llevar, estar acompañado de	leta, ongoza
1738	近づく、接近する、近寄る	ちかづく、せっきんする、ちかよる	approach (V)	nerukku	நேருக்கு	s'approcher de	danā, 'iqtaraba	jiējìn	näherkommen	nikaṭ ānā	mendekati	nazdīk shodan	приближаться, подходить	acercarse	karibia, sogea karibu, jongelea
1739	遠ざかる、離れる［距離が］	とおざかる、はなれる	go away from/get farther (Vi)	nakar	நகர்	s'éloigner de	ibtaʿada	zǒudiào, lí	sich entfernen	se dūr hōnā	mendjauhkan diri	dūr shodan	удаляться	alejarse	enda mbali, sogea mbali, jongelea
1740	依る、依存する	よる、いぞんする	depend (V)	cārntiru	சார்ந்திரு	dépendre	iʿtamada	yīkào	abhängig sein (von et.)	par nirbhar hōnā	bergantung kepada	maukūl būdan	зависеть, опираться	depender	tegemea
1741	当てる	あてる	hit (V)	aṭi	அடி	frapper	ḍaraba	dǎzhòng	schlagen, stossen	pīṭnā	mengenakan	esābat kardan	попадать, ударять	acertar	piga
1742	ぶつかる、衝突する	ぶつかる、しょうとつする	clash into/collide with (Vt)	mōtu	மோது	heurter	ṭaṣādama	chōngtú, zhuàng	zusammen stossen	ṭakkar khānā	terantuk	tasādof kardan	налетать, ударяться	chocar, topar	gongana
